"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]",1,['scan_command'],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]",2,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]",1,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]",2,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 1, 1], [0, 0, 0], [0, 0, 0]]",1,['scan_command'],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 1, 1], [0, 0, 0], [0, 0, 0]]","[[0, 1, 1], [0, 0, 0], [0, 0, 0]]",2,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 1, 1], [0, 0, 0], [0, 0, 0]]","[[0, 1, 1], [0, 0, 0], [0, 1, 0]]",1,['nop_command'],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 1, 1], [0, 0, 0], [0, 1, 0]]","[[0, 1, 1], [0, 0, 0], [0, 1, 0]]",2,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 1, 1], [0, 0, 0], [0, 1, 0]]","[[0, 1, 1], [0, 0, 0], [1, 1, 0]]",1,['nop_command'],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 1, 1], [0, 0, 0], [1, 1, 0]]","[[0, 1, 1], [0, 0, 0], [1, 1, 0]]",2,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 1, 1], [0, 0, 0], [1, 1, 0]]","[[0, 1, 1], [0, 0, 0], [1, 1, 0]]",1,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 1, 1], [0, 0, 0], [1, 1, 0]]","[[2, 1, 1], [0, 0, 0], [1, 1, 0]]",2,['kill_process_command'],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[2, 1, 1], [0, 0, 0], [1, 1, 0]]","[[2, 1, 1], [0, 0, 0], [1, 1, 0]]",1,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[2, 1, 1], [0, 0, 0], [1, 1, 0]]","[[2, 1, 1], [0, 0, 0], [1, 1, 0]]",2,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[2, 1, 1], [0, 0, 0], [1, 1, 0]]","[[2, 1, 1], [0, 0, 0], [1, 1, 0]]",1,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[2, 1, 1], [0, 0, 0], [1, 1, 0]]","[[2, 1, 1], [0, 0, 0], [1, 1, 0]]",2,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[2, 1, 1], [0, 0, 0], [1, 1, 0]]","[[2, 1, 1], [0, 0, 0], [1, 1, 0]]",1,[],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[2, 1, 1], [0, 0, 0], [1, 1, 0]]","[[2, 1, 1], [2, 0, 0], [1, 1, 0]]",2,['nop_command'],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[2, 1, 1], [2, 0, 0], [1, 1, 0]]","[[2, 1, 1], [2, 1, 0], [1, 1, 0]]",1,['scan_command'],de3fda73-250c-42f1-bc40-d5ad2a6dc11f
"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]",1,[],02b31805-4bea-4931-9617-24f518d190ba
"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]",2,[],02b31805-4bea-4931-9617-24f518d190ba
"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]",1,[],02b31805-4bea-4931-9617-24f518d190ba
"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 0]]",2,[],02b31805-4bea-4931-9617-24f518d190ba
"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 0, 0]]",1,['scan_command'],02b31805-4bea-4931-9617-24f518d190ba
"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 0, 0]]",2,[],02b31805-4bea-4931-9617-24f518d190ba
