"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]",1,['scan_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]",2,[],18cf8259-b62c-4792-bc22-bb5220319db5
"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]",1,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]",2,[],18cf8259-b62c-4792-bc22-bb5220319db5
"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [0, 1, 0, 0, 0]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]",1,['use_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]","[[0, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]",2,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[0, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]","[[0, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]",1,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[0, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]",2,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 0, 0, 0, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 0, 1], [0, 1, 0, 0, 0]]",1,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 0, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 0, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 0, 1], [0, 1, 0, 0, 0]]",2,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 0, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 1, 0, 0, 0]]",1,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 0, 1, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]",2,['kill_process_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 0, 1, 0, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 1, 1, 0, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]",1,['scan_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 1, 1, 0, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]",2,['kill_process_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 2, 0, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]","[[2, 0, 0, 0, 2], [0, 2, 1, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]",1,['use_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 0, 0, 0, 2], [0, 2, 1, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]","[[2, 2, 0, 0, 2], [0, 2, 1, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]",2,['nop_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 2, 0, 0, 2], [0, 2, 1, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [0, 1, 0, 0, 0]]","[[2, 2, 0, 0, 2], [0, 2, 1, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [1, 1, 0, 0, 0]]",1,['set_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 2, 0, 0, 2], [0, 2, 1, 0, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [1, 1, 0, 0, 0]]","[[2, 2, 0, 0, 2], [0, 2, 1, 2, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [1, 1, 0, 0, 0]]",2,['kill_process_command'],18cf8259-b62c-4792-bc22-bb5220319db5
"[[2, 2, 0, 0, 2], [0, 2, 1, 2, 0], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [1, 1, 0, 0, 0]]","[[2, 2, 0, 0, 2], [0, 2, 1, 2, 1], [0, 1, 1, 2, 1], [0, 1, 2, 1, 1], [1, 1, 0, 0, 0]]",1,"['use_command', 'set_command']",18cf8259-b62c-4792-bc22-bb5220319db5
